name,acronym,AP_location,DV_location,ML_location,avIndex
Medulla,MY,-5.32,5.31,2.05,936
Koelliker-Fuse subnucleus,KF,-5.32,4.92,2.07,892
Koelliker-Fuse subnucleus,KF,-5.32,4.88,2.19,892
Medial vestibular nucleus,MV,-5.4,4.92,-1.76,1004
Parvicellular reticular nucleus,PARN,-5.4,5.88,-1.7,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.4,5.46,-1.68,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.4,5.3,-1.68,957
Parvicellular reticular nucleus,PARN,-5.4,6.03,-1.61,989
Parvicellular reticular nucleus,PARN,-5.4,6.15,-1.56,989
Parvicellular reticular nucleus,PARN,-5.4,5.29,-1.56,989
Parvicellular reticular nucleus,PARN,-5.4,5.53,-1.49,989
Parvicellular reticular nucleus,PARN,-5.4,5.8,-1.46,989
Parvicellular reticular nucleus,PARN,-5.4,5.52,-1.43,989
Parvicellular reticular nucleus,PARN,-5.4,5.69,-1.38,989
Parvicellular reticular nucleus,PARN,-5.4,5.97,-1.29,989
Parvicellular reticular nucleus,PARN,-5.4,5.57,-1.28,989
Parvicellular reticular nucleus,PARN,-5.4,5.39,-1.21,989
Intermediate reticular nucleus,IRN,-5.4,6.29,-1.06,979
Intermediate reticular nucleus,IRN,-5.4,6.23,-1.03,979
Intermediate reticular nucleus,IRN,-5.4,5.58,-0.73,979
Gigantocellular reticular nucleus,GRN,-5.4,6.09,-0.67,976
Magnocellular reticular nucleus,MARN,-5.4,6.59,-0.32,985
crossed tectospinal pathway,tspc,-5.4,6.07,0.14,1230
Gigantocellular reticular nucleus,GRN,-5.4,5.6,0.32,976
Gigantocellular reticular nucleus,GRN,-5.4,6.02,0.38,976
Gigantocellular reticular nucleus,GRN,-5.4,5.64,0.43,976
Gigantocellular reticular nucleus,GRN,-5.4,5.66,0.59,976
Intermediate reticular nucleus,IRN,-5.4,5.53,0.79,979
Intermediate reticular nucleus,IRN,-5.4,5.85,0.8,979
Gigantocellular reticular nucleus,GRN,-5.4,6.64,0.86,976
Medial vestibular nucleus,MV,-5.4,4.83,1.04,1004
Intermediate reticular nucleus,IRN,-5.4,6.36,1.08,979
Intermediate reticular nucleus,IRN,-5.4,6.38,1.15,979
Intermediate reticular nucleus,IRN,-5.4,5.8,1.18,979
Intermediate reticular nucleus,IRN,-5.4,5.89,1.2,979
Medial vestibular nucleus,MV,-5.4,5.03,1.3,1004
Parvicellular reticular nucleus,PARN,-5.4,5.61,1.37,989
Parvicellular reticular nucleus,PARN,-5.4,6.13,1.39,989
Parvicellular reticular nucleus,PARN,-5.4,5.64,1.41,989
Parvicellular reticular nucleus,PARN,-5.4,6.04,1.41,989
Medial vestibular nucleus,MV,-5.4,5.18,1.44,1004
Parvicellular reticular nucleus,PARN,-5.4,5.69,1.45,989
Parvicellular reticular nucleus,PARN,-5.4,5.91,1.48,989
Parvicellular reticular nucleus,PARN,-5.4,5.45,1.5,989
Facial motor nucleus,VII,-5.4,6.68,1.61,968
Facial motor nucleus,VII,-5.4,6.41,1.64,968
Medulla,MY,-5.4,5.15,1.9,936
Medulla,MY,-5.4,5.05,1.93,936
Spinal nucleus of the trigeminal oral part,SPVO,-5.4,5.52,2,957
vestibular nerve,vVIIIn,-5.4,5.08,2.07,1136
Medulla,MY,-5.4,4.98,2.14,936
spinal tract of the trigeminal nerve,sptV,-5.4,5.59,2.18,1130
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,5.64,-1.77,957
Parvicellular reticular nucleus,PARN,-5.48,6.33,-1.75,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,5.79,-1.74,957
Parvicellular reticular nucleus,PARN,-5.48,5.95,-1.64,989
Parvicellular reticular nucleus,PARN,-5.48,5.9,-1.62,989
Parvicellular reticular nucleus,PARN,-5.48,5.91,-1.55,989
Parvicellular reticular nucleus,PARN,-5.48,5.44,-1.54,989
Parvicellular reticular nucleus,PARN,-5.48,5.5,-1.51,989
Parvicellular reticular nucleus,PARN,-5.48,5.62,-1.47,989
Parvicellular reticular nucleus,PARN,-5.48,5.78,-1.45,989
Parvicellular reticular nucleus,PARN,-5.48,6,-1.46,989
Parvicellular reticular nucleus,PARN,-5.48,5.27,-1.45,989
Parvicellular reticular nucleus,PARN,-5.48,6.02,-1.41,989
Parvicellular reticular nucleus,PARN,-5.48,5.4,-1.37,989
Parvicellular reticular nucleus,PARN,-5.48,5.65,-1.37,989
Intermediate reticular nucleus,IRN,-5.48,6.29,-1.33,979
Parvicellular reticular nucleus,PARN,-5.48,5.39,-1.31,989
Parvicellular reticular nucleus,PARN,-5.48,5.51,-1.25,989
Parvicellular reticular nucleus,PARN,-5.48,5.78,-1.26,989
arbor vitae,arb,-5.48,3.77,-1.25,1189
Parvicellular reticular nucleus,PARN,-5.48,5.87,-1.25,989
Parvicellular reticular nucleus,PARN,-5.48,5.41,-1.22,989
Intermediate reticular nucleus,IRN,-5.48,5.78,-1.16,979
Parvicellular reticular nucleus,PARN,-5.48,5.47,-1.14,989
Intermediate reticular nucleus,IRN,-5.48,5.93,-1.14,979
Intermediate reticular nucleus,IRN,-5.48,6.18,-1.1,979
Intermediate reticular nucleus,IRN,-5.48,5.84,-1.09,979
Intermediate reticular nucleus,IRN,-5.48,6.23,-1.06,979
Medulla,MY,-5.48,5.21,-0.97,936
Intermediate reticular nucleus,IRN,-5.48,6.36,-0.94,979
Intermediate reticular nucleus,IRN,-5.48,6.02,-0.89,979
Intermediate reticular nucleus,IRN,-5.48,6.18,-0.87,979
Gigantocellular reticular nucleus,GRN,-5.48,5.79,-0.71,976
Gigantocellular reticular nucleus,GRN,-5.48,6.55,-0.63,976
Pons,P,-5.48,5.02,-0.44,884
Gigantocellular reticular nucleus,GRN,-5.48,5.89,-0.42,976
Gigantocellular reticular nucleus,GRN,-5.48,6.09,-0.39,976
Gigantocellular reticular nucleus,GRN,-5.48,6.45,-0.27,976
Gigantocellular reticular nucleus,GRN,-5.48,6.45,-0.11,976
Gigantocellular reticular nucleus,GRN,-5.48,6.43,0.18,976
Pontine central gray,PCG,-5.48,4.73,0.23,912
Gigantocellular reticular nucleus,GRN,-5.48,6.44,0.25,976
Gigantocellular reticular nucleus,GRN,-5.48,6.3,0.29,976
Medial vestibular nucleus,MV,-5.48,4.92,0.55,1004
Gigantocellular reticular nucleus,GRN,-5.48,5.81,0.75,976
Medial vestibular nucleus,MV,-5.48,4.92,0.86,1004
Medial vestibular nucleus,MV,-5.48,4.78,1.06,1004
Intermediate reticular nucleus,IRN,-5.48,5.97,1.11,979
Intermediate reticular nucleus,IRN,-5.48,5.9,1.15,979
Parvicellular reticular nucleus,PARN,-5.48,5.63,1.34,989
Parvicellular reticular nucleus,PARN,-5.48,5.97,1.42,989
Parvicellular reticular nucleus,PARN,-5.48,5.59,1.43,989
Intermediate reticular nucleus,IRN,-5.48,6.33,1.43,979
Parvicellular reticular nucleus,PARN,-5.48,5.82,1.44,989
Parvicellular reticular nucleus,PARN,-5.48,6.03,1.44,989
Medial vestibular nucleus,MV,-5.48,5.22,1.47,1004
Parvicellular reticular nucleus,PARN,-5.48,5.47,1.52,989
Parvicellular reticular nucleus,PARN,-5.48,6.29,1.52,989
Parvicellular reticular nucleus,PARN,-5.48,5.61,1.54,989
Parvicellular reticular nucleus,PARN,-5.48,5.94,1.54,989
Parvicellular reticular nucleus,PARN,-5.48,6.05,1.57,989
Parvicellular reticular nucleus,PARN,-5.48,5.94,1.61,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,5.51,1.63,957
Superior vestibular nucleus,SUV,-5.48,4.63,1.67,1006
Medulla,MY,-5.48,5.22,1.84,936
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,6.23,1.84,957
vestibular nerve,vVIIIn,-5.48,5.26,2.19,1136
Spinal nucleus of the trigeminal oral part,SPVO,-5.56,5.46,-1.69,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.56,5.4,-1.64,957
Parvicellular reticular nucleus,PARN,-5.56,5.83,-1.61,989
Parvicellular reticular nucleus,PARN,-5.56,5.88,-1.61,989
Superior vestibular nucleus,SUV,-5.56,4.31,-1.58,1006
Parvicellular reticular nucleus,PARN,-5.56,5.66,-1.54,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.56,5.55,-1.53,957
Parvicellular reticular nucleus,PARN,-5.56,5.44,-1.52,989
Parvicellular reticular nucleus,PARN,-5.56,5.89,-1.52,989
Parvicellular reticular nucleus,PARN,-5.56,5.74,-1.45,989
Parvicellular reticular nucleus,PARN,-5.56,5.95,-1.44,989
Parvicellular reticular nucleus,PARN,-5.56,5.6,-1.43,989
Parvicellular reticular nucleus,PARN,-5.56,5.68,-1.39,989
Parvicellular reticular nucleus,PARN,-5.56,5.69,-1.31,989
Intermediate reticular nucleus,IRN,-5.56,6.08,-1.28,979
Parvicellular reticular nucleus,PARN,-5.56,5.41,-1.28,989
Parvicellular reticular nucleus,PARN,-5.56,5.92,-1.25,989
Parvicellular reticular nucleus,PARN,-5.56,5.79,-1.24,989
Intermediate reticular nucleus,IRN,-5.56,6.03,-1.24,979
Intermediate reticular nucleus,IRN,-5.56,6.32,-1.24,979
Parvicellular reticular nucleus,PARN,-5.56,5.63,-1.2,989
Parvicellular reticular nucleus,PARN,-5.56,5.74,-1.2,989
Intermediate reticular nucleus,IRN,-5.56,5.72,-1.14,979
Intermediate reticular nucleus,IRN,-5.56,5.87,-1.14,979
Intermediate reticular nucleus,IRN,-5.56,5.64,-1.11,979
Intermediate reticular nucleus,IRN,-5.56,5.78,-1.07,979
Intermediate reticular nucleus,IRN,-5.56,5.47,-1.05,979
Intermediate reticular nucleus,IRN,-5.56,6.03,-0.96,979
Intermediate reticular nucleus,IRN,-5.56,6.06,-0.9,979
Intermediate reticular nucleus,IRN,-5.56,6.07,-0.85,979
Intermediate reticular nucleus,IRN,-5.56,5.51,-0.84,979
Intermediate reticular nucleus,IRN,-5.56,5.87,-0.84,979
Medial vestibular nucleus,MV,-5.56,5.04,-0.83,1004
Medial vestibular nucleus,MV,-5.56,5.17,-0.83,1004
Medulla,MY,-5.56,5.38,-0.77,936
Intermediate reticular nucleus,IRN,-5.56,5.47,-0.74,979
Gigantocellular reticular nucleus,GRN,-5.56,6.56,-0.74,976
Gigantocellular reticular nucleus,GRN,-5.56,5.62,-0.65,976
Gigantocellular reticular nucleus,GRN,-5.56,6.13,-0.51,976
Gigantocellular reticular nucleus,GRN,-5.56,6.12,-0.37,976
Magnocellular reticular nucleus,MARN,-5.56,6.72,-0.28,985
Gigantocellular reticular nucleus,GRN,-5.56,6.07,-0.22,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.56,5.32,-0.14,992
Gigantocellular reticular nucleus,GRN,-5.56,6.13,-0.02,976
Magnocellular reticular nucleus,MARN,-5.56,6.57,0.09,985
Gigantocellular reticular nucleus,GRN,-5.56,5.97,0.41,976
Gigantocellular reticular nucleus,GRN,-5.56,6.27,0.47,976
Gigantocellular reticular nucleus,GRN,-5.56,6.69,0.55,976
Gigantocellular reticular nucleus,GRN,-5.56,6,0.56,976
Medial vestibular nucleus,MV,-5.56,4.88,0.71,1004
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.56,6.9,0.74,993
Gigantocellular reticular nucleus,GRN,-5.56,6.12,0.77,976
Gigantocellular reticular nucleus,GRN,-5.56,6.43,0.86,976
Intermediate reticular nucleus,IRN,-5.56,5.52,0.89,979
Intermediate reticular nucleus,IRN,-5.56,5.57,1.03,979
Intermediate reticular nucleus,IRN,-5.56,5.95,1.05,979
Parvicellular reticular nucleus,PARN,-5.56,5.54,1.12,989
Medial vestibular nucleus,MV,-5.56,5.18,1.14,1004
Parvicellular reticular nucleus,PARN,-5.56,5.51,1.19,989
Parvicellular reticular nucleus,PARN,-5.56,5.64,1.26,989
Parvicellular reticular nucleus,PARN,-5.56,5.88,1.25,989
Superior vestibular nucleus,SUV,-5.56,4.32,1.26,1006
Parvicellular reticular nucleus,PARN,-5.56,5.75,1.38,989
Parvicellular reticular nucleus,PARN,-5.56,5.4,1.38,989
Parvicellular reticular nucleus,PARN,-5.56,5.94,1.51,989
Parvicellular reticular nucleus,PARN,-5.56,5.99,1.51,989
Parvicellular reticular nucleus,PARN,-5.56,5.63,1.53,989
Parvicellular reticular nucleus,PARN,-5.56,6.22,1.57,989
Parvicellular reticular nucleus,PARN,-5.56,5.85,1.59,989
Superior vestibular nucleus,SUV,-5.56,4.61,1.63,1006
Spinal nucleus of the trigeminal oral part,SPVO,-5.56,5.64,1.66,957
Medulla,MY,-5.56,5.27,1.7,936
Spinal nucleus of the trigeminal oral part,SPVO,-5.56,5.5,1.97,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.64,5.98,-1.83,957
Parvicellular reticular nucleus,PARN,-5.64,6.42,-1.8,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.64,5.7,-1.67,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.64,5.53,-1.65,957
Parvicellular reticular nucleus,PARN,-5.64,5.84,-1.61,989
Parvicellular reticular nucleus,PARN,-5.64,5.74,-1.55,989
Parvicellular reticular nucleus,PARN,-5.64,6.07,-1.5,989
Medial vestibular nucleus,MV,-5.64,5.15,-1.49,1004
Parvicellular reticular nucleus,PARN,-5.64,5.69,-1.43,989
Parvicellular reticular nucleus,PARN,-5.64,5.79,-1.41,989
Parvicellular reticular nucleus,PARN,-5.64,5.7,-1.34,989
Parvicellular reticular nucleus,PARN,-5.64,6.09,-1.31,989
Parvicellular reticular nucleus,PARN,-5.64,5.76,-1.3,989
Intermediate reticular nucleus,IRN,-5.64,6.27,-1.29,979
Intermediate reticular nucleus,IRN,-5.64,6.05,-1.26,979
Parvicellular reticular nucleus,PARN,-5.64,5.67,-1.24,989
Intermediate reticular nucleus,IRN,-5.64,5.97,-1.21,979
Parvicellular reticular nucleus,PARN,-5.64,5.83,-1.19,989
Parvicellular reticular nucleus,PARN,-5.64,5.63,-1.18,989
Parvicellular reticular nucleus,PARN,-5.64,5.7,-1.17,989
Intermediate reticular nucleus,IRN,-5.64,5.78,-1.16,979
Intermediate reticular nucleus,IRN,-5.64,5.98,-1.13,979
Intermediate reticular nucleus,IRN,-5.64,5.73,-1.1,979
Intermediate reticular nucleus,IRN,-5.64,5.64,-1.06,979
Medial vestibular nucleus,MV,-5.64,5.18,-1.01,1004
Intermediate reticular nucleus,IRN,-5.64,5.48,-1.03,979
Intermediate reticular nucleus,IRN,-5.64,5.72,-1.02,979
Medial vestibular nucleus,MV,-5.64,4.97,-1,1004
Intermediate reticular nucleus,IRN,-5.64,5.87,-0.99,979
Medial vestibular nucleus,MV,-5.64,4.97,-0.94,1004
Medial vestibular nucleus,MV,-5.64,4.72,-0.9,1004
Medial vestibular nucleus,MV,-5.64,4.88,-0.89,1004
Intermediate reticular nucleus,IRN,-5.64,5.73,-0.89,979
Intermediate reticular nucleus,IRN,-5.64,6.01,-0.86,979
Medulla,MY,-5.64,5.24,-0.81,936
Medial vestibular nucleus,MV,-5.64,4.94,-0.77,1004
Gigantocellular reticular nucleus,GRN,-5.64,6.15,-0.74,976
Gigantocellular reticular nucleus,GRN,-5.64,5.89,-0.68,976
facial nerve,VIIn,-5.64,5.45,-0.67,1131
Gigantocellular reticular nucleus,GRN,-5.64,5.7,-0.59,976
Medial vestibular nucleus,MV,-5.64,4.82,-0.58,1004
Gigantocellular reticular nucleus,GRN,-5.64,5.98,-0.58,976
Magnocellular reticular nucleus,MARN,-5.64,6.83,-0.49,985
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.64,5.31,-0.42,992
Nucleus prepositus,PRP,-5.64,4.92,-0.39,997
Nucleus prepositus,PRP,-5.64,4.97,-0.35,997
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.64,5.38,-0.3,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.64,5.42,-0.29,992
Magnocellular reticular nucleus,MARN,-5.64,6.55,-0.26,985
Gigantocellular reticular nucleus,GRN,-5.64,6.37,-0.06,976
Magnocellular reticular nucleus,MARN,-5.64,6.64,0.24,985
Magnocellular reticular nucleus,MARN,-5.64,6.64,0.32,985
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.64,5.22,0.39,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.64,5.38,0.42,992
Magnocellular reticular nucleus,MARN,-5.64,6.65,0.42,985
Medial vestibular nucleus,MV,-5.64,4.83,0.53,1004
Gigantocellular reticular nucleus,GRN,-5.64,6.67,0.58,976
Gigantocellular reticular nucleus,GRN,-5.64,6.16,0.65,976
Intermediate reticular nucleus,IRN,-5.64,6.05,0.83,979
Intermediate reticular nucleus,IRN,-5.64,6.28,0.97,979
Medial vestibular nucleus,MV,-5.64,4.98,0.98,1004
Intermediate reticular nucleus,IRN,-5.64,5.61,0.98,979
Medulla,MY,-5.64,5.3,1.01,936
Intermediate reticular nucleus,IRN,-5.64,5.91,1.05,979
Intermediate reticular nucleus,IRN,-5.64,5.7,1.09,979
Intermediate reticular nucleus,IRN,-5.64,5.93,1.09,979
Intermediate reticular nucleus,IRN,-5.64,6.01,1.1,979
Parvicellular reticular nucleus,PARN,-5.64,5.6,1.1,989
Intermediate reticular nucleus,IRN,-5.64,6.2,1.1,979
Parvicellular reticular nucleus,PARN,-5.64,5.6,1.15,989
Parvicellular reticular nucleus,PARN,-5.64,5.53,1.18,989
Parvicellular reticular nucleus,PARN,-5.64,5.7,1.28,989
Parvicellular reticular nucleus,PARN,-5.64,5.75,1.32,989
Parvicellular reticular nucleus,PARN,-5.64,5.39,1.37,989
Intermediate reticular nucleus,IRN,-5.64,6.27,1.38,979
Parvicellular reticular nucleus,PARN,-5.64,6.18,1.39,989
Parvicellular reticular nucleus,PARN,-5.64,5.67,1.41,989
Parvicellular reticular nucleus,PARN,-5.64,5.82,1.41,989
Parvicellular reticular nucleus,PARN,-5.64,5.49,1.42,989
Parvicellular reticular nucleus,PARN,-5.64,6.08,1.44,989
Parvicellular reticular nucleus,PARN,-5.64,5.78,1.45,989
Parvicellular reticular nucleus,PARN,-5.64,5.81,1.53,989
Parvicellular reticular nucleus,PARN,-5.64,6.06,1.58,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.64,5.46,1.7,957
Parvicellular reticular nucleus,PARN,-5.64,6.08,1.73,989
Lateral vestibular nucleus,LAV,-5.64,5.25,1.81,1003
Spinal nucleus of the trigeminal oral part,SPVO,-5.64,6.27,2.02,957
arbor vitae,arb,-5.72,3.95,-2.28,1189
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.79,-1.86,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.6,-1.61,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.63,-1.56,957
Parvicellular reticular nucleus,PARN,-5.72,5.46,-1.42,989
Parvicellular reticular nucleus,PARN,-5.72,5.86,-1.42,989
Parvicellular reticular nucleus,PARN,-5.72,5.57,-1.4,989
Parvicellular reticular nucleus,PARN,-5.72,5.79,-1.37,989
Parvicellular reticular nucleus,PARN,-5.72,5.63,-1.34,989
Parvicellular reticular nucleus,PARN,-5.72,5.82,-1.3,989
Intermediate reticular nucleus,IRN,-5.72,6.23,-1.29,979
Parvicellular reticular nucleus,PARN,-5.72,5.55,-1.28,989
Medial vestibular nucleus,MV,-5.72,5.05,-1.28,1004
Parvicellular reticular nucleus,PARN,-5.72,5.87,-1.26,989
Intermediate reticular nucleus,IRN,-5.72,6.15,-1.24,979
Medial vestibular nucleus,MV,-5.72,5.11,-1.22,1004
Parvicellular reticular nucleus,PARN,-5.72,5.56,-1.14,989
Parvicellular reticular nucleus,PARN,-5.72,5.72,-1.14,989
Intermediate reticular nucleus,IRN,-5.72,6.16,-1.15,979
Parvicellular reticular nucleus,PARN,-5.72,5.62,-1.11,989
Intermediate reticular nucleus,IRN,-5.72,6.03,-1.1,979
Cerebellum,CB,-5.72,3.99,-1.04,1015
Intermediate reticular nucleus,IRN,-5.72,5.83,-1.03,979
Intermediate reticular nucleus,IRN,-5.72,5.84,-0.97,979
Intermediate reticular nucleus,IRN,-5.72,6.09,-0.97,979
Intermediate reticular nucleus,IRN,-5.72,5.87,-0.94,979
Intermediate reticular nucleus,IRN,-5.72,6,-0.94,979
Intermediate reticular nucleus,IRN,-5.72,6.28,-0.9,979
Intermediate reticular nucleus,IRN,-5.72,5.89,-0.87,979
Intermediate reticular nucleus,IRN,-5.72,6.14,-0.85,979
Medial vestibular nucleus,MV,-5.72,4.77,-0.84,1004
Intermediate reticular nucleus,IRN,-5.72,5.94,-0.84,979
Intermediate reticular nucleus,IRN,-5.72,6.02,-0.82,979
Intermediate reticular nucleus,IRN,-5.72,5.69,-0.8,979
Intermediate reticular nucleus,IRN,-5.72,5.88,-0.8,979
Medial vestibular nucleus,MV,-5.72,4.78,-0.75,1004
Medial vestibular nucleus,MV,-5.72,5.2,-0.73,1004
Medial vestibular nucleus,MV,-5.72,5.13,-0.71,1004
Medial vestibular nucleus,MV,-5.72,5.18,-0.7,1004
Gigantocellular reticular nucleus,GRN,-5.72,6.06,-0.68,976
Medial vestibular nucleus,MV,-5.72,5.1,-0.59,1004
Gigantocellular reticular nucleus,GRN,-5.72,6.26,-0.51,976
Gigantocellular reticular nucleus,GRN,-5.72,6,-0.46,976
Gigantocellular reticular nucleus,GRN,-5.72,6.13,-0.35,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.72,5.2,-0.28,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.72,5.23,-0.29,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.72,5.24,-0.25,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.72,5.35,-0.2,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.72,5.19,-0.2,992
Medulla,MY,-5.72,5.15,-0.15,936
Gigantocellular reticular nucleus,GRN,-5.72,6.53,-0.1,976
medial longitudinal fascicle,mlf,-5.72,5.24,-0.07,1121
Nucleus prepositus,PRP,-5.72,5.11,0.09,997
Paragigantocellular reticular nucleus dorsal part,PGRNd,-5.72,5.37,0.31,992
Medulla,MY,-5.72,5.16,0.31,936
Medial vestibular nucleus,MV,-5.72,4.87,0.53,1004
Gigantocellular reticular nucleus,GRN,-5.72,6.31,0.55,976
Gigantocellular reticular nucleus,GRN,-5.72,6.35,0.56,976
Gigantocellular reticular nucleus,GRN,-5.72,5.68,0.56,976
Gigantocellular reticular nucleus,GRN,-5.72,6.53,0.6,976
Gigantocellular reticular nucleus,GRN,-5.72,6.71,0.71,976
Intermediate reticular nucleus,IRN,-5.72,5.83,0.81,979
Medial vestibular nucleus,MV,-5.72,5.13,0.83,1004
Intermediate reticular nucleus,IRN,-5.72,5.39,0.89,979
Medial vestibular nucleus,MV,-5.72,5.3,0.89,1004
Intermediate reticular nucleus,IRN,-5.72,6.31,0.9,979
Intermediate reticular nucleus,IRN,-5.72,6.26,0.95,979
Medial vestibular nucleus,MV,-5.72,4.69,0.98,1004
Intermediate reticular nucleus,IRN,-5.72,5.36,0.99,979
Intermediate reticular nucleus,IRN,-5.72,5.91,1.03,979
Medial vestibular nucleus,MV,-5.72,5.14,1.04,1004
Intermediate reticular nucleus,IRN,-5.72,5.62,1.03,979
Intermediate reticular nucleus,IRN,-5.72,5.66,1.07,979
Intermediate reticular nucleus,IRN,-5.72,5.75,1.08,979
Intermediate reticular nucleus,IRN,-5.72,5.7,1.1,979
Parvicellular reticular nucleus,PARN,-5.72,5.55,1.1,989
Parvicellular reticular nucleus,PARN,-5.72,5.66,1.14,989
Parvicellular reticular nucleus,PARN,-5.72,5.67,1.19,989
Medial vestibular nucleus,MV,-5.72,4.82,1.21,1004
Parvicellular reticular nucleus,PARN,-5.72,5.72,1.22,989
Parvicellular reticular nucleus,PARN,-5.72,5.88,1.25,989
Parvicellular reticular nucleus,PARN,-5.72,6.07,1.34,989
Intermediate reticular nucleus,IRN,-5.72,6.18,1.36,979
Medial vestibular nucleus,MV,-5.72,4.97,1.38,1004
Intermediate reticular nucleus,IRN,-5.72,6.34,1.37,979
Parvicellular reticular nucleus,PARN,-5.72,5.89,1.39,989
Parvicellular reticular nucleus,PARN,-5.72,5.52,1.4,989
Parvicellular reticular nucleus,PARN,-5.72,5.95,1.42,989
Parvicellular reticular nucleus,PARN,-5.72,5.81,1.43,989
Parvicellular reticular nucleus,PARN,-5.72,5.59,1.45,989
Parvicellular reticular nucleus,PARN,-5.72,5.77,1.46,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.57,1.5,957
Parvicellular reticular nucleus,PARN,-5.72,5.98,1.51,989
Parvicellular reticular nucleus,PARN,-5.72,5.84,1.52,989
Superior vestibular nucleus,SUV,-5.72,4.42,1.56,1006
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.7,1.6,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.66,1.62,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.48,1.72,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.73,1.73,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.63,1.77,957
root,root,-5.72,7.08,1.82,1
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.64,1.85,957
arbor vitae,arb,-5.8,3.75,-2.22,1189
Parvicellular reticular nucleus,PARN,-5.8,6.44,-1.83,989
Parvicellular reticular nucleus,PARN,-5.8,6.08,-1.76,989
Parvicellular reticular nucleus,PARN,-5.8,6.11,-1.59,989
Parvicellular reticular nucleus,PARN,-5.8,5.76,-1.47,989
Lateral vestibular nucleus,LAV,-5.8,4.68,-1.42,1003
Parvicellular reticular nucleus,PARN,-5.8,5.73,-1.35,989
Intermediate reticular nucleus,IRN,-5.8,6.24,-1.34,979
Parvicellular reticular nucleus,PARN,-5.8,5.63,-1.33,989
Parvicellular reticular nucleus,PARN,-5.8,5.5,-1.28,989
Parvicellular reticular nucleus,PARN,-5.8,5.75,-1.27,989
Medial vestibular nucleus,MV,-5.8,5.19,-1.24,1004
Parvicellular reticular nucleus,PARN,-5.8,5.81,-1.19,989
Intermediate reticular nucleus,IRN,-5.8,6.3,-1.16,979
Intermediate reticular nucleus,IRN,-5.8,5.9,-1.13,979
Intermediate reticular nucleus,IRN,-5.8,5.98,-1.13,979
Parvicellular reticular nucleus,PARN,-5.8,5.67,-1.12,989
Intermediate reticular nucleus,IRN,-5.8,6.16,-1,979
Medial vestibular nucleus,MV,-5.8,4.81,-0.93,1004
Intermediate reticular nucleus,IRN,-5.8,6.04,-0.94,979
Intermediate reticular nucleus,IRN,-5.8,5.59,-0.91,979
Intermediate reticular nucleus,IRN,-5.8,5.57,-0.85,979
Intermediate reticular nucleus,IRN,-5.8,5.81,-0.79,979
Intermediate reticular nucleus,IRN,-5.8,5.99,-0.72,979
Intermediate reticular nucleus,IRN,-5.8,5.87,-0.69,979
